"bpTime","subid","clipNo","grain","bp"
1681.61920000002,16,6,"f",87
1685.28309999999,16,6,"f",87
1687.72309999999,16,6,"f",87
1693.99730000001,16,6,"f",87
1697.81109999999,16,6,"f",87
1700.483,16,6,"f",87
1703.731,16,6,"f",87
1706.39490000001,16,6,"f",87
1709.915,16,6,"f",87
1712.05109999999,16,6,"f",87
1713.82720000002,16,6,"f",87
1716.06680000001,16,6,"f",87
1717.9865,16,6,"f",87
1720.46670000002,16,6,"f",87
1725.44240000001,16,6,"f",87
1728.85070000002,16,6,"f",87
1732.33859999999,16,6,"f",87
1734.58659999999,16,6,"f",87
1737.7225,16,6,"f",87
1742.08259999999,16,6,"f",87
1748.1065,16,6,"f",87
1753.4425,16,6,"f",87
1755.8745,16,6,"f",87
1760.31420000002,16,6,"f",87
1762.11440000001,16,6,"f",87
1766.94630000001,16,6,"f",87
1769.01830000001,16,6,"f",87
1774.97030000001,16,6,"f",87
1777.20230000001,16,6,"f",87
1779.67420000002,16,6,"f",87
1785.66640000001,16,6,"f",87
1790.10580000001,16,6,"f",87
1792.45009999999,16,6,"f",87
1794.57809999999,16,6,"f",87
1798.40209999999,16,6,"f",87
1802.994,16,6,"f",87
1805.88990000001,16,6,"f",87
1813.394,16,6,"f",87
1816.52990000001,16,6,"f",87
1819.58580000001,16,6,"f",87
1822.54570000002,16,6,"f",87
1830.08140000001,16,6,"f",87
1833.78090000001,16,7,"f",64
1843.53280000001,16,7,"f",64
1850.82870000002,16,7,"f",64
1854.17260000002,16,7,"f",64
1856.50070000002,16,7,"f",64
1864.333,16,7,"f",64
1867.6765,16,7,"f",64
1870.5645,16,7,"f",64
1875.1325,16,7,"f",64
1879.3725,16,7,"f",64
1881.98810000002,16,7,"f",64
1889.38010000002,16,7,"f",64
1895.99640000001,16,7,"f",64
1900.29220000002,16,7,"f",64
1905.68420000002,16,7,"f",64
1906.83620000002,16,7,"f",64
1909.39610000002,16,7,"f",64
1913.96440000001,16,7,"f",64
1917.21170000002,16,7,"f",64
1919.34810000002,16,7,"f",64
1920.70030000001,16,7,"f",64
1927.58,16,7,"f",64
1931.07560000002,16,7,"f",64
1933.86810000002,16,7,"f",64
1935.98790000001,16,7,"f",64
1944.61190000001,16,7,"f",64
1950.20380000001,16,7,"f",64
1954.05980000001,16,7,"f",64
1963.49940000001,16,7,"f",64
1973.35560000002,16,7,"f",64
1976.27520000002,16,7,"f",64
1984.0995,16,7,"f",64
1997.259,16,7,"f",64
1998.79540000001,16,7,"f",64
2009.73890000001,16,7,"f",64
2011.07530000001,16,7,"f",64
2013.56310000002,16,7,"f",64
2019.13910000002,16,7,"f",64
2024.31510000002,16,7,"f",64
2026.979,16,7,"f",64
2030.755,16,7,"f",64
2038.81880000001,16,7,"f",64
2042.45080000001,16,7,"f",64
2045.97080000001,16,7,"f",64
2050.51470000002,16,7,"f",64
2053.14670000002,16,7,"f",64
2057.97870000002,16,7,"f",64
2062.7065,16,7,"f",64
2068.52270000002,16,7,"f",64
2077.5545,16,7,"f",64
2082.24240000001,16,7,"f",64
2092.80270000002,16,7,"f",64
2095.45830000001,16,7,"f",64
2097.49830000001,16,7,"f",64
2099.20230000001,16,7,"f",64
2103.88220000002,16,7,"f",64
2106.12220000002,16,7,"f",64
2107.97820000002,16,7,"f",64
2112.57820000002,16,7,"f",64
2116.30620000002,16,7,"f",64
2118.29010000002,16,7,"f",64
2120.99420000002,16,7,"f",64
2142.25789999998,16,8,"f",93
2148.90579999998,16,8,"f",93
2152.002,16,8,"f",93
2156.52979999998,16,8,"f",93
2159.32179999998,16,8,"f",93
2164.4655,16,8,"f",93
2167.00179999998,16,8,"f",93
2169.26569999999,16,8,"f",93
2170.93769999999,16,8,"f",93
2174.90579999998,16,8,"f",93
2176.48959999999,16,8,"f",93
2181.3295,16,8,"f",93
2185.8335,16,8,"f",93
2188.32959999999,16,8,"f",93
2190.4815,16,8,"f",93
2194.60939999998,16,8,"f",93
2198.46539999998,16,8,"f",93
2201.82539999998,16,8,"f",93
2203.28929999998,16,8,"f",93
2204.60929999998,16,8,"f",93
2206.68139999998,16,8,"f",93
2208.51329999998,16,8,"f",93
2210.69729999998,16,8,"f",93
2212.56129999998,16,8,"f",93
2219.13719999999,16,8,"f",93
2221.58539999998,16,8,"f",93
2225.34509999999,16,8,"f",93
2227.16919999999,16,8,"f",93
2229.50519999999,16,8,"f",93
2236.345,16,8,"f",93
2243.009,16,8,"f",93
2246.60889999998,16,8,"f",93
2247.193,16,8,"f",93
2248.18479999998,16,8,"f",93
2249.04069999999,16,8,"f",93
2255.56889999998,16,8,"f",93
2257.12089999998,16,8,"f",93
2259.67279999998,16,8,"f",93
2265.60039999998,16,8,"f",93
2267.24869999999,16,8,"f",93
2268.897,16,8,"f",93
2270.13669999999,16,8,"f",93
2271.66469999999,16,8,"f",93
2273.94429999998,16,8,"f",93
2276.68859999999,16,8,"f",93
2278.5365,16,8,"f",93
2279.5525,16,8,"f",93
2281.44859999999,16,8,"f",93
2283.1925,16,8,"f",93
2284.9365,16,8,"f",93
2289.8565,16,8,"f",93
2292.27239999998,16,8,"f",93
2298.04009999999,16,8,"f",93
2301.616,16,8,"f",93
2303.72839999998,16,8,"f",93
2307.16809999999,16,8,"f",93
2308.82419999999,16,8,"f",93
2315.24839999998,16,8,"f",93
2319.8085,16,8,"f",93
2321.02409999999,16,8,"f",93
2324.98419999999,16,8,"f",93
2325.98419999999,16,8,"f",93
2328.248,16,8,"f",93
2329.04809999999,16,8,"f",93
2331.544,16,8,"f",93
2333.952,16,8,"f",93
2340.18369999999,16,8,"f",93
2344.8555,16,8,"f",93
2350.08789999998,16,8,"f",93
2356.68779999998,16,8,"f",93
2358.75179999998,16,8,"f",93
2362.99179999998,16,8,"f",93
2365.18369999999,16,8,"f",93
2369.79169999999,16,8,"f",93
2378.99959999999,16,8,"f",93
2384.5035,16,8,"f",93
2386.7995,16,8,"f",93
2390.1195,16,8,"f",93
2393.89569999999,16,8,"f",93
2397.3835,16,8,"f",93
2400.78339999998,16,8,"f",93
2402.53509999999,16,8,"f",93
2407.60739999998,16,8,"f",93
2411.94329999998,16,8,"f",93
2415.00729999998,16,8,"f",93
2419.11919999999,16,8,"f",93
2428.25519999999,16,8,"f",93
2432.13519999999,16,8,"f",93
2433.67869999999,16,8,"f",93
2436.53509999999,16,8,"f",93
2438.951,16,8,"f",93
2447.10290000001,16,9,"f",79
2450.03880000001,16,9,"f",79
2453.12680000001,16,9,"f",79
2457.87880000001,16,9,"f",79
2465.08670000002,16,9,"f",79
2468.39060000002,16,9,"f",79
2478.3025,16,9,"f",79
2484.6865,16,9,"f",79
2489.07080000001,16,9,"f",79
2491.16640000001,16,9,"f",79
2493.07030000001,16,9,"f",79
2501.302,16,9,"f",79
2503.95040000001,16,9,"f",79
2510.83830000001,16,9,"f",79
2518.56610000002,16,9,"f",79
2532.6615,16,9,"f",79
2534.24540000001,16,9,"f",79
2540.10990000001,16,9,"f",79
2543.406,16,9,"f",79
2551.49370000002,16,9,"f",79
2552.71770000002,16,9,"f",79
2556.14980000001,16,9,"f",79
2561.46970000002,16,9,"f",79
2567.87760000002,16,9,"f",79
2571.5975,16,9,"f",79
2574.12570000002,16,9,"f",79
2576.7815,16,9,"f",79
2580.0215,16,9,"f",79
2582.2615,16,9,"f",79
2588.31740000001,16,9,"f",79
2590.429,16,9,"f",79
2595.41330000001,16,9,"f",79
2598.70930000001,16,9,"f",79
2601.933,16,9,"f",79
2606.58970000002,16,9,"f",79
2611.04520000002,16,9,"f",79
2612.50910000002,16,9,"f",79
2615.28510000002,16,9,"f",79
2617.09310000002,16,9,"f",79
2620.37340000001,16,9,"f",79
2622.549,16,9,"f",79
2630.749,16,9,"f",79
2632.997,16,9,"f",79
2635.941,16,9,"f",79
2638.60480000001,16,9,"f",79
2640.71690000001,16,9,"f",79
2644.42880000001,16,9,"f",79
2646.58870000002,16,9,"f",79
2648.42070000002,16,9,"f",79
2650.82080000001,16,9,"f",79
2655.46870000002,16,9,"f",79
2657.06870000002,16,9,"f",79
2660.00430000001,16,9,"f",79
2665.12420000002,16,9,"f",79
2668.7485,16,9,"f",79
2670.6685,16,9,"f",79
2672.4125,16,9,"f",79
2673.4605,16,9,"f",79
2675.35630000001,16,9,"f",79
2678.43640000001,16,9,"f",79
2680.6845,16,9,"f",79
2683.8205,16,9,"f",79
2686.7565,16,9,"f",79
2688.77240000001,16,9,"f",79
2693.29240000001,16,9,"f",79
2697.79620000002,16,9,"f",79
2702.42820000002,16,9,"f",79
2707.25220000002,16,9,"f",79
2715.75610000002,16,9,"f",79
2717.13210000002,16,9,"f",79
2721.69210000002,16,9,"f",79
2724.18010000002,16,9,"f",79
2727.332,16,9,"f",79
2729.468,16,9,"f",79
2732.716,16,9,"f",79
2735.852,16,9,"f",79
2739.23030000001,16,10,"f",48
2740.27019999999,16,10,"f",48
2746.15830000001,16,10,"f",48
2750.82230000001,16,10,"f",48
2756.90209999999,16,10,"f",48
2758.69419999999,16,10,"f",48
2764.27019999999,16,10,"f",48
2768.014,16,10,"f",48
2773.92619999999,16,10,"f",48
2775.59780000001,16,10,"f",48
2777.1335,16,10,"f",48
2779.56590000001,16,10,"f",48
2783.64580000001,16,10,"f",48
2787.47780000001,16,10,"f",48
2789.78180000001,16,10,"f",48
2791.43769999999,16,10,"f",48
2794.24580000001,16,10,"f",48
2796.36569999999,16,10,"f",48
2802.26959999999,16,10,"f",48
2806.8295,16,10,"f",48
2812.12530000001,16,10,"f",48
2818.37340000001,16,10,"f",48
2822.50940000001,16,10,"f",48
2826.02159999999,16,10,"f",48
2827.13359999999,16,10,"f",48
2837.57290000001,16,10,"f",48
2843.37319999999,16,10,"f",48
2847.80490000001,16,10,"f",48
2850.22109999999,16,10,"f",48
2851.589,16,10,"f",48
2852.91759999999,16,10,"f",48
2856.27709999999,16,10,"f",48
2858.141,16,10,"f",48
2860.093,16,10,"f",48
2863.181,16,10,"f",48
2864.533,16,10,"f",48
2869.02109999999,16,10,"f",48
2870.581,16,10,"f",48
2872.453,16,10,"f",48
2874.62890000001,16,10,"f",48
2877.98859999999,16,10,"f",48
2882.05290000001,16,10,"f",48
127.283900000006,17,1,"c",6
162.579,17,1,"c",6
188.602799999982,17,1,"c",6
204.570599999994,17,1,"c",6
261.602199999988,17,1,"c",6
302.257699999988,17,1,"c",6
331.281199999988,17,2,"c",4
454.128,17,2,"c",4
512.327,17,2,"c",4
575.559,17,2,"c",4
709.406099999994,17,3,"c",2
754.5175,17,3,"c",2
930.016799999982,17,4,"c",4
967.800699999988,17,4,"c",4
1037.99990000001,17,4,"c",4
1160.58309999999,17,4,"c",4
1343.22819999999,17,5,"c",2
1502.17889999998,17,5,"c",2
1805.65920000002,17,6,"c",1
1936.30059999999,17,7,"c",2
2220.2805,17,8,"c",4
2328.51940000001,17,8,"c",4
2416.8225,17,8,"c",4
2515.29259999999,17,9,"c",4
2536.90069999999,17,9,"c",4
2712.89069999999,17,9,"c",4
2786.581,17,10,"c",2
2888.45990000001,17,10,"c",2
7.28460000000009,18,1,"f",60
8.25270000000019,18,1,"f",60
9.81260000000009,18,1,"f",60
10.9482000000002,18,1,"f",60
12.6043999999999,18,1,"f",60
15.7966000000001,18,1,"f",60
17.0045,18,1,"f",60
26.9163999999999,18,1,"f",60
28.2203999999999,18,1,"f",60
35.2523999999999,18,1,"f",60
35.8841000000001,18,1,"f",60
46.1806000000001,18,1,"f",60
59.7962000000002,18,1,"f",60
70.2201000000001,18,1,"f",60
72.8841000000001,18,1,"f",60
79.9561000000001,18,1,"f",60
81.108,18,1,"f",60
88.5317000000002,18,1,"f",60
92.908,18,1,"f",60
125.7876,18,1,"f",60
126.7876,18,1,"f",60
138.7315,18,1,"f",60
148.987,18,1,"f",60
151.3397,18,1,"f",60
152.795,18,1,"f",60
155.0513,18,1,"f",60
156.0594,18,1,"f",60
159.0433,18,1,"f",60
160.0832,18,1,"f",60
167.3633,18,1,"f",60
170.1873,18,1,"f",60
172.1228,18,1,"f",60
173.3392,18,1,"f",60
174.3073,18,1,"f",60
176.0991,18,1,"f",60
177.7471,18,1,"f",60
181.4431,18,1,"f",60
191.0352,18,1,"f",60
197.667,18,1,"f",60
213.691,18,1,"f",60
218.7308,18,1,"f",60
223.7868,18,1,"f",60
225.171,18,1,"f",60
231.5547,18,1,"f",60
236.4667,18,1,"f",60
259.1305,18,1,"f",60
259.8344,18,1,"f",60
268.9785,18,1,"f",60
269.6263,18,1,"f",60
271.0823,18,1,"f",60
277.2502,18,1,"f",60
278.1865,18,1,"f",60
286.2263,18,1,"f",60
290.6743,18,1,"f",60
294.5062,18,1,"f",60
303.6174,18,2,"f",51
325.2409,18,2,"f",51
347.3211,18,2,"f",51
365.3209,18,2,"f",51
365.9848,18,2,"f",51
375.0408,18,2,"f",51
375.6331,18,2,"f",51
386.3688,18,2,"f",51
387.6967,18,2,"f",51
402.6163,18,2,"f",51
405.6087,18,2,"f",51
414.0086,18,2,"f",51
426.3924,18,2,"f",51
427.0967,18,2,"f",51
433.8244,18,2,"f",51
435.0643,18,2,"f",51
443.3683,18,2,"f",51
444.4321,18,2,"f",51
453.7442,18,2,"f",51
462.3361,18,2,"f",51
474.872,18,2,"f",51
475.5039,18,2,"f",51
488.344,18,2,"f",51
506.9996,18,2,"f",51
512.5357,18,2,"f",51
518.5996,18,2,"f",51
520.4155,18,2,"f",51
521.3113,18,2,"f",51
522.0075,18,2,"f",51
527.9035,18,2,"f",51
529.6714,18,2,"f",51
530.4314,18,2,"f",51
533.7915,18,2,"f",51
558.0153,18,2,"f",51
561.9592,18,2,"f",51
567.3672,18,2,"f",51
577.6073,18,2,"f",51
581.1587,18,2,"f",51
584.8151,18,2,"f",51
586.6152,18,2,"f",51
590.9431,18,2,"f",51
591.6229,18,2,"f",51
594.5349,18,2,"f",51
595.5829,18,2,"f",51
603.3186,18,2,"f",51
609.2933,18,3,"f",73
609.9732,18,3,"f",73
615.797,18,3,"f",73
617.5891,18,3,"f",73
622.5092,18,3,"f",73
623.221,18,3,"f",73
628.5487,18,3,"f",73
629.3411,18,3,"f",73
635.5889,18,3,"f",73
638.0529,18,3,"f",73
641.9007,18,3,"f",73
642.4053,18,3,"f",73
652.2769,18,3,"f",73
653.6928,18,3,"f",73
657.9088,18,3,"f",73
659.7806,18,3,"f",73
666.0687,18,3,"f",73
669.8767,18,3,"f",73
671.8763,18,3,"f",73
674.4604,18,3,"f",73
675.5403,18,3,"f",73
676.5805,18,3,"f",73
677.9404,18,3,"f",73
680.8205,18,3,"f",73
690.6285,18,3,"f",73
692.6925,18,3,"f",73
698.884,18,3,"f",73
703.0684,18,3,"f",73
707.7965,18,3,"f",73
708.3723,18,3,"f",73
718.7162,18,3,"f",73
722.7163,18,3,"f",73
725.8441,18,3,"f",73
734.1961,18,3,"f",73
736.0844,18,3,"f",73
742.788,18,3,"f",73
744.1321,18,3,"f",73
747.58,18,3,"f",73
748.6197,18,3,"f",73
753.0201,18,3,"f",73
760.9559,18,3,"f",73
763.6518,18,3,"f",73
772.6837,18,3,"f",73
774.4358,18,3,"f",73
783.6997,18,3,"f",73
784.8756,18,3,"f",73
801.3956,18,3,"f",73
803.6915,18,3,"f",73
807.1873,18,3,"f",73
808.4676,18,3,"f",73
812.4274,18,3,"f",73
816.1714,18,3,"f",73
820.2116,18,3,"f",73
825.8034,18,3,"f",73
853.635,18,3,"f",73
858.0911,18,3,"f",73
862.8989,18,3,"f",73
871.203,18,3,"f",73
874.7869,18,3,"f",73
882.371,18,3,"f",73
883.1148,18,3,"f",73
886.1708,18,3,"f",73
887.5468,18,3,"f",73
893.2104,18,3,"f",73
893.8507,18,3,"f",73
897.7631,18,3,"f",73
898.6346,18,3,"f",73
905.5225,18,3,"f",73
909.7386,18,3,"f",73
911.8408,18,4,"f",108
913.5451,18,4,"f",108
914.1367,18,4,"f",108
920.4727,18,4,"f",108
926.7047,18,4,"f",108
928.0327,18,4,"f",108
933.4006,18,4,"f",108
935.9688,18,4,"f",108
940.4485,18,4,"f",108
942.2965,18,4,"f",108
945.648099999999,18,4,"f",108
949.4004,18,4,"f",108
957.5364,18,4,"f",108
959.0483,18,4,"f",108
971.2162,18,4,"f",108
972.0965,18,4,"f",108
979.4563,18,4,"f",108
980.4879,18,4,"f",108
987.208099999999,18,4,"f",108
988.096,18,4,"f",108
995.8158,18,4,"f",108
996.9841,18,4,"f",108
1002.0316,18,4,"f",108
1004.584,18,4,"f",108
1013.8079,18,4,"f",108
1018.088,18,4,"f",108
1019.4559,18,4,"f",108
1023.0158,18,4,"f",108
1025.3518,18,4,"f",108
1025.9598,18,4,"f",108
1027.3678,18,4,"f",108
1029.6639,18,4,"f",108
1033.0078,18,4,"f",108
1033.8237,18,4,"f",108
1034.8637,18,4,"f",108
1035.6236,18,4,"f",108
1037.1517,18,4,"f",108
1037.6716,18,4,"f",108
1042.2876,18,4,"f",108
1049.0795,18,4,"f",108
1049.5916,18,4,"f",108
1057.8475,18,4,"f",108
1058.9276,18,4,"f",108
1063.4794,18,4,"f",108
1071.0316,18,4,"f",108
1071.6313,18,4,"f",108
1082.5593,18,4,"f",108
1084.5912,18,4,"f",108
1093.4472,18,4,"f",108
1095.1111,18,4,"f",108
1098.7673,18,4,"f",108
1099.6154,18,4,"f",108
1109.1672,18,4,"f",108
1111.095,18,4,"f",108
1112.2391,18,4,"f",108
1113.671,18,4,"f",108
1115.671,18,4,"f",108
1116.911,18,4,"f",108
1118.055,18,4,"f",108
1119.5267,18,4,"f",108
1122.1431,18,4,"f",108
1122.9268,18,4,"f",108
1125.127,18,4,"f",108
1127.3189,18,4,"f",108
1130.5189,18,4,"f",108
1132.5025,18,4,"f",108
1134.9908,18,4,"f",108
1137.4628,18,4,"f",108
1140.9987,18,4,"f",108
1144.7268,18,4,"f",108
1146.8468,18,4,"f",108
1149.5667,18,4,"f",108
1152.2947,18,4,"f",108
1153.3508,18,4,"f",108
1154.2947,18,4,"f",108
1155.1906,18,4,"f",108
1156.1583,18,4,"f",108
1156.8869,18,4,"f",108
1161.2786,18,4,"f",108
1165.7346,18,4,"f",108
1166.4385,18,4,"f",108
1169.3428,18,4,"f",108
1170.3745,18,4,"f",108
1172.8066,18,4,"f",108
1176.1024,18,4,"f",108
1177.9824,18,4,"f",108
1181.6304,18,4,"f",108
1185.4063,18,4,"f",108
1187.7744,18,4,"f",108
1190.1984,18,4,"f",108
1200.4223,18,4,"f",108
1205.1904,18,4,"f",108
1207.6861,18,4,"f",108
1221.4618,18,4,"f",108
1229.7415,18,5,"f",106
1231.6692,18,5,"f",106
1233.9735,18,5,"f",106
1234.7734,18,5,"f",106
1239.3094,18,5,"f",106
1242.5734,18,5,"f",106
1248.8695,18,5,"f",106
1249.565,18,5,"f",106
1254.9011,18,5,"f",106
1263.5651,18,5,"f",106
1264.1089,18,5,"f",106
1276.9091,18,5,"f",106
1293.413,18,5,"f",106
1294.1328,18,5,"f",106
1295.0046,18,5,"f",106
1296.3969,18,5,"f",106
1297.5089,18,5,"f",106
1299.2771,18,5,"f",106
1301.6849,18,5,"f",106
1302.8529,18,5,"f",106
1304.9084,18,5,"f",106
1305.7973,18,5,"f",106
1307.2608,18,5,"f",106
1308.3965,18,5,"f",106
1311.1568,18,5,"f",106
1314.0447,18,5,"f",106
1317.2207,18,5,"f",106
1320.5967,18,5,"f",106
1324.9967,18,5,"f",106
1327.8128,18,5,"f",106
1330.4046,18,5,"f",106
1332.8607,18,5,"f",106
1334.7246,18,5,"f",106
1336.6046,18,5,"f",106
1338.0842,18,5,"f",106
1342.2445,18,5,"f",106
1344.6846,18,5,"f",106
1350.1724,18,5,"f",106
1353.3644,18,5,"f",106
1356.0608,18,5,"f",106
1358.8363,18,5,"f",106
1360.2841,18,5,"f",106
1363.5723,18,5,"f",106
1365.7403,18,5,"f",106
1370.0842,18,5,"f",106
1373.044,18,5,"f",106
1378.3803,18,5,"f",106
1382.0199,18,5,"f",106
1384.6601,18,5,"f",106
1385.8921,18,5,"f",106
1390.2281,18,5,"f",106
1390.7561,18,5,"f",106
1395.5721,18,5,"f",106
1397.0523,18,5,"f",106
1403.94,18,5,"f",106
1405.2683,18,5,"f",106
1409.3637,18,5,"f",106
1413.7238,18,5,"f",106
1426.5155,18,5,"f",106
1430.996,18,5,"f",106
1432.4274,18,5,"f",106
1436.0673,18,5,"f",106
1436.5798,18,5,"f",106
1447.2038,18,5,"f",106
1449.8596,18,5,"f",106
1453.5397,18,5,"f",106
1454.3716,18,5,"f",106
1456.9156,18,5,"f",106
1459.6196,18,5,"f",106
1461.0996,18,5,"f",106
1464.7235,18,5,"f",106
1467.9715,18,5,"f",106
1469.2513,18,5,"f",106
1471.6434,18,5,"f",106
1474.8591,18,5,"f",106
1479.9314,18,5,"f",106
1484.4833,18,5,"f",106
1487.5632,18,5,"f",106
1489.8589,18,5,"f",106
1491.2031,18,5,"f",106
1493.8751,18,5,"f",106
1495.9312,18,5,"f",106
1498.2196,18,5,"f",106
1499.5232,18,5,"f",106
1502.0031,18,5,"f",106
1504.0508,18,5,"f",106
1507.0673,18,5,"f",106
1508.4031,18,5,"f",106
1510.0991,18,5,"f",106
1511.603,18,5,"f",106
1512.9391,18,5,"f",106
1514.4192,18,5,"f",106
1515.635,18,5,"f",106
1518.0911,18,5,"f",106
1519.8589,18,5,"f",106
1523.5866,18,5,"f",106
1524.3949,18,5,"f",106
1525.875,18,5,"f",106
1527.4989,18,5,"f",106
1529.691,18,5,"f",106
1533.2537,18,6,"f",104
1536.4535,18,6,"f",104
1538.7094,18,6,"f",104
1543.6854,18,6,"f",104
1547.7574,18,6,"f",104
1549.3174,18,6,"f",104
1554.0372,18,6,"f",104
1557.1333,18,6,"f",104
1559.4694,18,6,"f",104
1560.5091,18,6,"f",104
1562.2932,18,6,"f",104
1564.9729,18,6,"f",104
1566.9811,18,6,"f",104
1568.8372,18,6,"f",104
1571.0294,18,6,"f",104
1572.6211,18,6,"f",104
1573.853,18,6,"f",104
1576.885,18,6,"f",104
1582.1891,18,6,"f",104
1585.541,18,6,"f",104
1589.5011,18,6,"f",104
1590.053,18,6,"f",104
1594.029,18,6,"f",104
1594.7806,18,6,"f",104
1599.6609,18,6,"f",104
1600.2289,18,6,"f",104
1607.013,18,6,"f",104
1611.565,18,6,"f",104
1615.2528,18,6,"f",104
1618.5006,18,6,"f",104
1621.6124,18,6,"f",104
1622.6847,18,6,"f",104
1625.4686,18,6,"f",104
1627.965,18,6,"f",104
1631.8446,18,6,"f",104
1632.9726,18,6,"f",104
1636.9806,18,6,"f",104
1639.8286,18,6,"f",104
1641.7245,18,6,"f",104
1644.3486,18,6,"f",104
1645.1645,18,6,"f",104
1649.5645,18,6,"f",104
1650.3564,18,6,"f",104
1654.3086,18,6,"f",104
1657.8444,18,6,"f",104
1663.5966,18,6,"f",104
1667.108,18,6,"f",104
1668.3803,18,6,"f",104
1670.444,18,6,"f",104
1671.0283,18,6,"f",104
1675.1562,18,6,"f",104
1677.8524,18,6,"f",104
1680.4925,18,6,"f",104
1681.1642,18,6,"f",104
1684.4199,18,6,"f",104
1686.8522,18,6,"f",104
1687.4282,18,6,"f",104
1692.5401,18,6,"f",104
1693.2522,18,6,"f",104
1707.2039,18,6,"f",104
1710.012,18,6,"f",104
1712.3159,18,6,"f",104
1716.0042,18,6,"f",104
1718.1879,18,6,"f",104
1722.6518,18,6,"f",104
1731.3633,18,6,"f",104
1733.9313,18,6,"f",104
1739.0437,18,6,"f",104
1742.4037,18,6,"f",104
1746.9797,18,6,"f",104
1747.6439,18,6,"f",104
1750.4436,18,6,"f",104
1751.4836,18,6,"f",104
1756.8915,18,6,"f",104
1759.3955,18,6,"f",104
1770.2115,18,6,"f",104
1771.7874,18,6,"f",104
1777.8995,18,6,"f",104
1779.9154,18,6,"f",104
1782.0994,18,6,"f",104
1783.6914,18,6,"f",104
1784.6514,18,6,"f",104
1792.0513,18,6,"f",104
1793.427,18,6,"f",104
1803.6432,18,6,"f",104
1805.1152,18,6,"f",104
1810.7312,18,6,"f",104
1813.4271,18,6,"f",104
1814.3795,18,6,"f",104
1818.8351,18,6,"f",104
1824.0431,18,6,"f",104
1833.9734,18,7,"f",86
1841.7333,18,7,"f",86
1850.5253,18,7,"f",86
1855.3173,18,7,"f",86
1865.8532,18,7,"f",86
1866.469,18,7,"f",86
1882.445,18,7,"f",86
1892.8528,18,7,"f",86
1899.3488,18,7,"f",86
1903.1649,18,7,"f",86
1906.1488,18,7,"f",86
1910.5647,18,7,"f",86
1913.7327,18,7,"f",86
1917.1086,18,7,"f",86
1921.3966,18,7,"f",86
1922.4365,18,7,"f",86
1927.7645,18,7,"f",86
1928.5246,18,7,"f",86
1931.2045,18,7,"f",86
1932.4445,18,7,"f",86
1934.8685,18,7,"f",86
1936.0206,18,7,"f",86
1938.8686,18,7,"f",86
1941.6284,18,7,"f",86
1943.1644,18,7,"f",86
1946.8604,18,7,"f",86
1948.1004,18,7,"f",86
1950.2125,18,7,"f",86
1955.5408,18,7,"f",86
1956.1964,18,7,"f",86
1965.7964,18,7,"f",86
1973.0922,18,7,"f",86
1974.0122,18,7,"f",86
1976.1562,18,7,"f",86
1978.0201,18,7,"f",86
1985.1081,18,7,"f",86
1992.1883,18,7,"f",86
1998.6442,18,7,"f",86
2000.9879,18,7,"f",86
2001.5719,18,7,"f",86
2006.7239,18,7,"f",86
2009.716,18,7,"f",86
2010.5884,18,7,"f",86
2013.7479,18,7,"f",86
2033.6513,18,7,"f",86
2034.1717,18,7,"f",86
2040.7077,18,7,"f",86
2043.6196,18,7,"f",86
2050.0757,18,7,"f",86
2054.4755,18,7,"f",86
2056.2837,18,7,"f",86
2057.8275,18,7,"f",86
2062.4916,18,7,"f",86
2070.8273,18,7,"f",86
2071.6275,18,7,"f",86
2077.1073,18,7,"f",86
2077.6672,18,7,"f",86
2078.8592,18,7,"f",86
2081.6192,18,7,"f",86
2084.2833,18,7,"f",86
2086.6192,18,7,"f",86
2091.7632,18,7,"f",86
2095.4431,18,7,"f",86
2096.6191,18,7,"f",86
2099.1471,18,7,"f",86
2103.8352,18,7,"f",86
2110.163,18,7,"f",86
2116.819,18,7,"f",86
2122.2109,18,7,"f",86
2123.7151,18,7,"f",86
2126.5389,18,7,"f",86
2127.1708,18,7,"f",86
2132.6028,18,7,"f",86
2137.4189,18,7,"f",86
2138.0508,18,7,"f",86
2140.1617,18,8,"f",97
2140.9775,18,8,"f",97
2142.809,18,8,"f",97
2143.9454,18,8,"f",97
2161.4254,18,8,"f",97
2166.7933,18,8,"f",97
2168.0411,18,8,"f",97
2171.7692,18,8,"f",97
2173.2175,18,8,"f",97
2176.6971,18,8,"f",97
2179.801,18,8,"f",97
2183.0891,18,8,"f",97
2183.977,18,8,"f",97
2185.1532,18,8,"f",97
2186.4411,18,8,"f",97
2192.609,18,8,"f",97
2194.6089,18,8,"f",97
2198.8169,18,8,"f",97
2201.0169,18,8,"f",97
2202.5606,18,8,"f",97
2205.5769,18,8,"f",97
2208.6168,18,8,"f",97
2212.2888,18,8,"f",97
2213.5924,18,8,"f",97
2218.7848,18,8,"f",97
2219.6088,18,8,"f",97
2227.6807,18,8,"f",97
2229.1847,18,8,"f",97
2229.8886,18,8,"f",97
2231.9367,18,8,"f",97
2232.7688,18,8,"f",97
2234.9686,18,8,"f",97
2237.7927,18,8,"f",97
2239.8405,18,8,"f",97
2242.9846,18,8,"f",97
2243.5771,18,8,"f",97
2247.0242,18,8,"f",97
2247.5765,18,8,"f",97
2258.2648,18,8,"f",97
2262.1044,18,8,"f",97
2264.4563,18,8,"f",97
2266.4884,18,8,"f",97
2267.9123,18,8,"f",97
2269.6807,18,8,"f",97
2271.7602,18,8,"f",97
